OPERADORA;COD_OPERADORA;TIPO_SERVICO;COD_SERVICO;EMPRESA;COD_EMPRESA;UF;COD_UF;CIDADE;COD_CIDADE;TIPO_RECURSO;COD_TIPO_RECURSO;VALOR_MENSAL
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ALMIRANTE TAMANDARE;9;SMARTPHONE;13;34,76
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ALMIRANTE TAMANDARE;9;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ALMIRANTE TAMANDARE;9;SMARTPHONE;13;56,03
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ALTONIA;14;SMARTPHONE;13;17,57
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ALTONIA;14;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ANDIRA;17;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;BOA VISTA DA APARECIDA;39;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;CURITIBA;56;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;RS;17;ALTO FELIZ;12;SMARTPHONE;13;37,44
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;AGUAS MORNAS;7;SMARTPHONE;13;24,96
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;AGUAS MORNAS;7;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;AGUAS MORNAS;7;SMARTPHONE;13;37,44
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;AGUAS MORNAS;7;SMARTPHONE;13;37,65
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;AGUAS MORNAS;7;SMARTPHONE;13;44,1
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;AGUAS MORNAS;7;SMARTPHONE;13;49,92
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ALFREDO WAGNER;8;SMARTPHONE;13;44,1
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ANGELINA;18;SMARTPHONE;13;41,94
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ANGELINA;18;SMARTPHONE;13;73,22
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ANITAPOLIS;19;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ANITAPOLIS;19;SMARTPHONE;13;57
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ANTONIO CARLOS;20;SMARTPHONE;13;17,57
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ANTONIO CARLOS;20;SMARTPHONE;13;44,73
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ARARANGUA;22;SMARTPHONE;13;50,34
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ATALANTA;24;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ATALANTA;24;SMARTPHONE;13;52,34
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;AURORA;25;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO ARROIO DO SILVA;27;SMARTPHONE;13;16,84
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO ARROIO DO SILVA;27;SMARTPHONE;13;24,96
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO ARROIO DO SILVA;27;SMARTPHONE;13;28,99
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO ARROIO DO SILVA;27;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO ARROIO DO SILVA;27;SMARTPHONE;13;35,55
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO ARROIO DO SILVA;27;SMARTPHONE;13;57
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO ARROIO DO SILVA;27;SMARTPHONE;13;74,05
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO GAIVOTA;29;SMARTPHONE;13;24,96
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO GAIVOTA;29;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BALNEARIO GAIVOTA;29;SMARTPHONE;13;44,1
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BARRA VELHA;31;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BENEDITO NOVO;35;SMARTPHONE;13;35,44
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BENEDITO NOVO;35;SMARTPHONE;13;37,44
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BENEDITO NOVO;35;SMARTPHONE;13;52,34
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BENEDITO NOVO;35;SMARTPHONE;13;57,26
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BIGUACU;36;SMARTPHONE;13;37,44
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BRACO DO NORTE;40;SMARTPHONE;13;17,57
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BRACO DO NORTE;40;SMARTPHONE;13;22,33
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BRACO DO NORTE;40;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BRACO DO NORTE;40;SMARTPHONE;13;37,44
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BRACO DO NORTE;40;SMARTPHONE;13;44,1
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;BRACO DO NORTE;40;SMARTPHONE;13;73,22
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;CAIBI;45;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;CANELINHA;49;IPAD;6;49,92
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;CANELINHA;49;SMARTPHONE;13;91,53
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;CAPIVARI DE BAIXO;50;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;COCAL DO SUL;53;SMARTPHONE;13;37,44
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;COCAL DO SUL;53;SMARTPHONE;13;44,1
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;CRICIUMA;54;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;CRICIUMA;54;SMARTPHONE;13;37,44
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;CRICIUMA;54;SMARTPHONE;13;57
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ERMO;60;SMARTPHONE;13;35,28
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;ERMO;60;SMARTPHONE;13;44,1
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;SMARTPHONE;13;44,1
TIM;30;MOVEL;1;SMARTSAVING;2;SC;18;FORQUILHINHA;62;SMARTPHONE;13;35,15
